OrderID,OrderDate,Region,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit,CustomerSegment,Returned,ShipMode,Comments
ORD-13222,2023-10-12 00:00:00,North,Furniture,Tables,Tables 3222,823.23,6,0.3,65.62,Home Office,No,Standard Class,
ORD-12786,2022-10-05 00:00:00,East,Technology,Phones,Phones 2786,59.5,4,0.5,7.44,Corporate,No,Standard Class,Damaged box
ORD-12709,2022-06-07 00:00:00,South,Furniture,Furnishings,Furnishings 2709,132.21,6,0.4,20.54,Corporate,No,Second Class,Customer requested refund
ORD-13388,2024-05-27 00:00:00,West,Office Supplies,Binders,Binders 3388,223.28,8,0.1,49.73,Home Office,Yes,First Class,
ORD-10130,2024-05-09 00:00:00,North,Office Supplies,Labels,Labels 130,531.4,10,0.4,22.71,Home Office,Yes,First Class,Delayed shipment
ORD-10089,2022-11-08 00:00:00,South,Office Supplies,Paper,Paper 89,578.69,5,0.3,104.79,Home Office,No,First Class,Delayed shipment
ORD-10845,2022-01-13 00:00:00,South,Furniture,Tables,Tables 845,1165.92,1,0.0,162.61,Consumer,No,Standard Class,
ORD-13227,2021-06-26 00:00:00,West,Office Supplies,Paper,Paper 3227,434.68,3,0.2,70.96,Home Office,No,Same Day,Expedited delivery
ORD-11393,2023-07-27 00:00:00,East,Technology,Machines,Machines 1393,198.93,10,0.3,13.29,Consumer,No,Second Class,Customer requested refund
ORD-13252,2024-08-14 00:00:00,South,Technology,Phones,Phones 3252,250.72,4,0.2,42.01,Consumer,No,Second Class,Expedited delivery
ORD-12722,2021-06-04 00:00:00,North,Furniture,Bookcases,Bookcases 2722,219.94,6,0.5,7.3,Corporate,No,Second Class,Expedited delivery
ORD-10322,2024-10-16 00:00:00,West,Furniture,Bookcases,Bookcases 322,428.32,8,0.4,60.91,Consumer,No,Same Day,
ORD-13453,2023-06-29 00:00:00,North,Technology,Machines,Machines 3453,666.64,4,0.3,90.27,Consumer,No,Standard Class,
ORD-13903,2024-01-29 00:00:00,South,Furniture,Tables,Tables 3903,243.61,3,0.2,13.45,Corporate,No,First Class,Customer requested refund
ORD-13391,2021-11-19 00:00:00,North,Office Supplies,Storage,Storage 3391,542.73,2,0.4,24.01,Consumer,No,First Class,Delayed shipment
ORD-14692,2021-06-06 00:00:00,West,Furniture,Chairs,Chairs 4692,388.26,5,0.3,20.74,Home Office,No,Standard Class,
ORD-10176,2023-09-29 00:00:00,East,Office Supplies,Storage,Storage 176,161.83,6,0.5,5.36,Home Office,No,First Class,Customer requested refund
ORD-12105,2023-02-07 00:00:00,South,Office Supplies,Art,Art 2105,,6,0.3,13.96,Corporate,No,Standard Class,
ORD-10097,2022-06-07 00:00:00,West,Technology,Machines,Machines 97,471.25,2,0.5,53.24,Home Office,No,Standard Class,Damaged box
ORD-13640,2022-06-04 00:00:00,North,Furniture,Tables,Tables 3640,360.79,6,0.2,78.32,Corporate,No,Second Class,Expedited delivery
ORD-13146,2023-02-05 00:00:00,North,Office Supplies,Art,Art 3146,101.41,1,0.0,13.42,Corporate,No,First Class,Damaged box
ORD-12739,2022-06-24 00:00:00,south,Office Supplies,Storage,Storage 2739,425.05,5,0.3,21.98,Consumer,No,Second Class,
ORD-13785,2021-04-26 00:00:00,east,Office Supplies,Art,Art 3785,136.98,1,0.5,11.89,Corporate,No,Standard Class,
ORD-11865,2024-06-11 00:00:00,south,Office Supplies,Labels,Labels 1865,447.8,5,0.1,84.49,Consumer,No,Same Day,
ORD-12599,2023-06-27 00:00:00,East,Office Supplies,Binders,Binders 2599,323.43,5,0.5,46.22,Corporate,No,Standard Class,Customer requested refund
ORD-13471,2022-11-27 00:00:00,South,Furniture,Bookcases,Bookcases 3471,288.16,8,0.5,33.91,Corporate,No,First Class,
ORD-10053,NotADate,South,Furniture,Furnishings,Furnishings 53,425.63,7,0.3,82.29,Consumer,No,Second Class,Expedited delivery
ORD-11093,2020-12-27 00:00:00,North,Furniture,Tables,Tables 1093,394.36,10,0.2,57.54,Consumer,No,Same Day,
ORD-13379,2024-03-09 00:00:00,East,Technology,Accessories,Accessories 3379,372.96,6,0.0,32.62,Corporate,Yes,Second Class,
ORD-12190,2023-06-23 00:00:00,East,Technology,Phones,Phones 2190,199.66,10,0.1,12.84,Corporate,No,First Class,
ORD-10621,2020-12-31 00:00:00,South,Furniture,Chairs,Chairs 621,1208.46,8,0.0,103.89,Consumer,No,Same Day,Delayed shipment
ORD-12446,2023-10-15 00:00:00,South,Office Supplies,Paper,Paper 2446,479.86,7,0.3,82.42,Corporate,No,Standard Class,
ORD-13465,NotADate,North,Furniture,Tables,Tables 3465,477.84,6,0.2,106.56,Corporate,No,Same Day,
ORD-10634,2023-11-27 00:00:00,West,Office Supplies,Labels,Labels 634,196.82,6,0.4,10.78,Corporate,No,Second Class,
ORD-14978,2020-08-21 00:00:00,North,Technology,Copiers,Copiers 4978,261.38,7,0.3,13.01,Corporate,Yes,First Class,Damaged box
ORD-10909,2024-03-21 00:00:00,north,Technology,Copiers,Copiers 909,313.64,2,0.0,65.56,Home Office,No,Same Day,Delayed shipment
ORD-10149,2021-09-24 00:00:00,North,Technology,Copiers,Copiers 149,102.26,3,0.1,12.46,Consumer,No,First Class,Delayed shipment
ORD-13429,2023-02-07 00:00:00,South,Office Supplies,Binders,Binders 3429,367.81,1,0.2,18.1,Home Office,No,Second Class,Customer requested refund
ORD-14394,2020-12-30 00:00:00,South,Office Supplies,Paper,Paper 4394,557.04,7,0.4,88.61,Corporate,No,Second Class,Customer requested refund
ORD-11289,2022-01-14 00:00:00,North,Furniture,Chairs,Chairs 1289,1044.9,7,0.5,147.25,Corporate,No,Standard Class,Damaged box
ORD-14666,2022-02-26 00:00:00,West,Technology,Accessories,Accessories 4666,,9,0.0,43.18,Home Office,No,Same Day,
ORD-11974,2024-10-03 00:00:00,East,Office Supplies,Binders,Binders 1974,262.27,9,0.3,27.8,Home Office,No,First Class,Expedited delivery
ORD-12754,2024-05-01 00:00:00,South,Technology,Copiers,Copiers 2754,618.84,1,0.2,41.7,Corporate,No,Standard Class,Expedited delivery
ORD-13979,2024-03-08 00:00:00,North,Technology,Machines,Machines 3979,238.91,4,0.5,25.72,Corporate,No,Same Day,
ORD-12199,2020-03-24 00:00:00,North,Furniture,Furnishings,Furnishings 2199,961.72,1,0.0,269.61,Corporate,No,Second Class,
ORD-13527,2021-04-01 00:00:00,South,Office Supplies,Binders,Binders 3527,217.23,7,0.4,19.02,Home Office,Yes,Second Class,
ORD-12785,2024-06-07 00:00:00,East,Furniture,Chairs,Chairs 2785,479.52,6,0.3,46.65,Corporate,No,Same Day,
ORD-12834,2020-06-21 00:00:00,South,Office Supplies,Storage,Storage 2834,267.53,10,0.5,13.66,Home Office,No,First Class,Expedited delivery
ORD-11417,2022-01-28 00:00:00,West,Office Supplies,Art,Art 1417,207.74,1,0.1,51.49,Home Office,No,First Class,
ORD-11438,2022-06-05 00:00:00,North,Technology,Accessories,Accessories 1438,283.62,6,0.0,33.53,Corporate,No,Same Day,Expedited delivery
ORD-14335,2022-07-03 00:00:00,East,Technology,Phones,Phones 4335,204.5,2,0.2,12.54,Home Office,No,Second Class,
ORD-13004,2021-06-01 00:00:00,South,Furniture,Tables,Tables 3004,53.06,5,0.1,,Home Office,No,Same Day,Expedited delivery
ORD-11064,2020-09-06 00:00:00,West,Technology,Phones,Phones 1064,306.39,4,0.4,10.55,Home Office,Yes,First Class,
ORD-12719,2023-12-08 00:00:00,South,Office Supplies,Storage,Storage 2719,973.86,10,0.3,96.03,Consumer,No,First Class,Expedited delivery
ORD-10509,NotADate,North,Technology,Accessories,Accessories 509,593.23,8,0.4,44.02,Consumer,No,Same Day,Delayed shipment
ORD-10320,2024-10-11 00:00:00,North,Office Supplies,Storage,Storage 320,356.19,2,0.0,31.84,Corporate,No,First Class,Expedited delivery
ORD-10622,2020-07-30 00:00:00,South,Technology,Phones,Phones 622,676.39,1,0.0,45.73,Home Office,No,First Class,Damaged box
ORD-10107,2024-07-05 00:00:00,north,Furniture,Furnishings,Furnishings 107,867.11,2,0.3,176.46,Home Office,No,First Class,Delayed shipment
ORD-10363,2023-07-25 00:00:00,North,Office Supplies,Labels,Labels 363,703.19,2,0.5,20.27,Corporate,No,Same Day,Damaged box
ORD-12830,2021-11-09 00:00:00,East,Technology,Copiers,Copiers 2830,88.84,8,0.0,11.12,Corporate,Yes,Second Class,Delayed shipment
ORD-11598,2024-07-30 00:00:00,North,Office Supplies,Storage,Storage 1598,30.87,4,0.5,4.26,Corporate,No,Standard Class,Damaged box
ORD-11980,2024-05-10 00:00:00,West,Furniture,Bookcases,Bookcases 1980,1115.66,10,0.0,129.89,Consumer,No,First Class,
ORD-10966,2022-09-25 00:00:00,west,Office Supplies,Art,Art 966,518.8,1,0.1,113.16,Corporate,No,Standard Class,Delayed shipment
ORD-11448,2023-12-10 00:00:00,West,Furniture,Tables,Tables 1448,520.31,2,0.1,,Home Office,No,Standard Class,Delayed shipment
ORD-14442,2022-10-02 00:00:00,East,Office Supplies,Binders,Binders 4442,137.27,1,0.0,36.03,Consumer,No,First Class,Expedited delivery
ORD-13629,2022-04-05 00:00:00,south,Furniture,Bookcases,Bookcases 3629,392.96,6,0.4,29.31,Home Office,No,Same Day,Expedited delivery
ORD-14076,2024-02-29 00:00:00,West,Furniture,Bookcases,Bookcases 4076,353.88,5,0.2,84.57,Corporate,No,Second Class,
ORD-10666,2021-02-24 00:00:00,North,Office Supplies,Storage,Storage 666,570.19,9,0.5,16.73,Corporate,No,Second Class,Customer requested refund
ORD-12957,2020-03-26 00:00:00,East,Furniture,Tables,Tables 2957,,5,0.4,2.91,Corporate,No,Second Class,Damaged box
ORD-12649,2022-07-28 00:00:00,North,Office Supplies,Art,Art 2649,40.84,1,0.1,3.95,Home Office,No,Standard Class,
ORD-12544,2022-02-12 00:00:00,West,Office Supplies,Paper,Paper 2544,,3,0.5,3.51,Consumer,No,First Class,
ORD-13970,2023-05-02 00:00:00,East,Technology,Phones,Phones 3970,463.6,6,0.5,34.79,Home Office,No,First Class,
ORD-10515,2023-05-25 00:00:00,East,Furniture,Bookcases,Bookcases 515,437.87,2,0.0,123.72,Corporate,No,Second Class,Expedited delivery
ORD-10512,2023-09-10 00:00:00,West,Technology,Machines,Machines 512,,9,0.3,36.19,Corporate,No,Standard Class,
ORD-14268,2023-05-19 00:00:00,East,Furniture,Tables,Tables 4268,559.51,3,0.0,155.74,Consumer,No,Standard Class,Expedited delivery
ORD-14298,2023-04-17 00:00:00,West,Office Supplies,Binders,Binders 4298,456.49,7,0.2,105.45,Corporate,No,Same Day,Customer requested refund
ORD-14243,2021-09-28 00:00:00,South,Furniture,Chairs,Chairs 4243,604.77,7,0.2,126.38,Corporate,No,Standard Class,
ORD-14898,2023-04-26 00:00:00,South,Technology,Accessories,Accessories 4898,1189.62,2,0.5,148.25,Consumer,No,First Class,Customer requested refund
ORD-11318,2020-08-15 00:00:00,North,Furniture,Bookcases,Bookcases 1318,195.83,8,0.1,47.62,Corporate,No,First Class,Customer requested refund
ORD-12424,2022-02-05 00:00:00,North,Office Supplies,Labels,Labels 2424,141.21,4,0.5,,Consumer,No,Standard Class,Delayed shipment
ORD-10788,2022-07-02 00:00:00,West,Office Supplies,Labels,Labels 788,140.14,4,0.4,17.33,Home Office,No,Same Day,Expedited delivery
ORD-13477,2021-05-22 00:00:00,West,Furniture,Tables,Tables 3477,548.28,7,0.4,47.68,Home Office,No,Standard Class,
ORD-14591,2024-02-13 00:00:00,South,Furniture,Tables,Tables 4591,676.85,6,0.4,65.05,Consumer,No,First Class,
ORD-14437,2021-06-14 00:00:00,West,Office Supplies,Paper,Paper 4437,235.47,4,0.0,67.74,Corporate,No,Standard Class,Delayed shipment
ORD-14170,NotADate,West,Office Supplies,Storage,Storage 4170,436.12,1,0.1,25.94,Corporate,No,First Class,
ORD-10327,2024-12-12 00:00:00,North,Technology,Accessories,Accessories 327,256.04,9,0.3,11.69,Corporate,No,Same Day,Damaged box
ORD-12401,2020-04-23 00:00:00,South,Office Supplies,Labels,Labels 2401,448.97,4,0.4,79.83,Consumer,No,Second Class,Customer requested refund
ORD-11516,2021-07-25 00:00:00,South,Technology,Phones,Phones 1516,176.03,7,0.4,23.82,Corporate,No,Standard Class,
ORD-13709,2023-02-28 00:00:00,South,Office Supplies,Labels,Labels 3709,745.15,3,0.3,150.25,Consumer,No,Same Day,Expedited delivery
ORD-11353,2024-11-10 00:00:00,south,Furniture,Bookcases,Bookcases 1353,254.3,9,0.1,34.19,Corporate,No,Standard Class,Delayed shipment
ORD-12839,2024-12-19 00:00:00,South,Furniture,Chairs,Chairs 2839,464.7,8,0.2,44.61,Consumer,No,Standard Class,Damaged box
ORD-12216,2020-08-07 00:00:00,North,Furniture,Tables,Tables 2216,138.21,10,0.0,18.41,Corporate,Yes,Standard Class,Customer requested refund
ORD-11063,2020-08-28 00:00:00,West,Furniture,Chairs,Chairs 1063,254.36,6,0.2,34.79,Home Office,No,Standard Class,
ORD-13455,2023-03-09 00:00:00,South,Furniture,Furnishings,Furnishings 3455,417.51,4,0.2,82.53,Corporate,No,First Class,
ORD-10154,2024-11-22 00:00:00,west,Technology,Copiers,Copiers 154,181.97,5,0.0,38.27,Consumer,No,Second Class,
ORD-13864,2022-12-09 00:00:00,West,Technology,Machines,Machines 3864,195.54,10,0.4,19.78,Home Office,No,First Class,Customer requested refund
ORD-13153,2024-09-05 00:00:00,North,Furniture,Tables,Tables 3153,517.91,3,0.3,58.49,Corporate,No,Same Day,
ORD-10748,2021-10-08 00:00:00,North,Furniture,Bookcases,Bookcases 748,108.39,8,0.1,18.43,Corporate,No,Second Class,
ORD-13966,2024-09-14 00:00:00,North,Office Supplies,Storage,Storage 3966,543.99,6,0.1,86.68,Corporate,No,Same Day,Delayed shipment
ORD-10164,2024-08-27 00:00:00,North,Office Supplies,Labels,Labels 164,351.68,8,0.5,29.83,Home Office,No,Second Class,Delayed shipment
ORD-10377,2023-07-16 00:00:00,East,Furniture,Tables,Tables 377,348.86,3,0.2,58.22,Corporate,Yes,First Class,Damaged box
ORD-11556,2020-12-08 00:00:00,East,Office Supplies,Art,Art 1556,248.83,1,0.3,15.5,Corporate,No,Second Class,Delayed shipment
ORD-14817,2022-05-21 00:00:00,North,Technology,Copiers,Copiers 4817,617.97,6,0.5,29.52,Corporate,No,Same Day,Customer requested refund
ORD-10078,2021-08-19 00:00:00,South,Office Supplies,Binders,Binders 78,71.86,1,0.1,7.89,Corporate,No,Same Day,Expedited delivery
ORD-13460,2020-06-27 00:00:00,East,Furniture,Tables,Tables 3460,294.22,1,0.5,26.65,Corporate,No,Standard Class,
ORD-11202,2024-07-23 00:00:00,East,Office Supplies,Paper,Paper 1202,479.23,7,0.5,35.99,Corporate,No,Standard Class,
ORD-14720,2021-12-02 00:00:00,East,Technology,Phones,Phones 4720,57.08,7,0.3,9.81,Corporate,No,Second Class,Damaged box
ORD-14247,2023-01-13 00:00:00,East,Furniture,Bookcases,Bookcases 4247,261.79,9,0.5,8.57,Corporate,No,Same Day,Expedited delivery
ORD-11158,2020-09-27 00:00:00,South,Office Supplies,Storage,Storage 1158,333.47,1,0.2,66.67,Home Office,No,Second Class,
ORD-13033,2024-02-23 00:00:00,north,Technology,Phones,Phones 3033,355.17,10,0.1,79.21,Corporate,No,Second Class,Delayed shipment
ORD-12114,NotADate,South,Office Supplies,Labels,Labels 2114,240.37,5,0.3,46.3,Consumer,No,First Class,
ORD-13124,2021-10-18 00:00:00,North,Office Supplies,Storage,Storage 3124,864.31,9,0.3,102.69,Consumer,No,Standard Class,Customer requested refund
ORD-12867,2023-01-26 00:00:00,North,Technology,Accessories,Accessories 2867,246.86,1,0.5,,Home Office,No,Standard Class,
ORD-13090,2023-08-11 00:00:00,East,Office Supplies,Binders,Binders 3090,742.97,6,0.2,90.2,Consumer,No,Same Day,Delayed shipment
ORD-14449,2022-11-21 00:00:00,South,Office Supplies,Storage,Storage 4449,197.81,5,0.1,46.81,Corporate,No,First Class,Delayed shipment
ORD-14685,NotADate,North,Technology,Copiers,Copiers 4685,334.12,3,0.3,65.1,Home Office,No,Standard Class,
ORD-14931,2021-07-30 00:00:00,North,Office Supplies,Storage,Storage 4931,684.91,8,0.4,68.17,Home Office,No,Same Day,Damaged box
ORD-13846,2024-05-15 00:00:00,South,Furniture,Tables,Tables 3846,386.28,1,0.1,32.25,Corporate,No,Second Class,
ORD-14707,2021-01-06 00:00:00,North,Office Supplies,Storage,Storage 4707,354.76,6,0.0,,Home Office,No,First Class,Customer requested refund
ORD-13719,2024-06-15 00:00:00,South,Office Supplies,Storage,Storage 3719,502.64,5,0.1,45.95,Corporate,No,Same Day,Customer requested refund
ORD-14172,2020-05-09 00:00:00,West,Technology,Machines,Machines 4172,249.09,10,0.2,49.64,Home Office,No,First Class,Damaged box
ORD-10611,2020-04-21 00:00:00,West,Furniture,Tables,Tables 611,731.87,5,0.0,46.2,Home Office,No,First Class,Damaged box
ORD-13669,2020-09-20 00:00:00,South,Office Supplies,Art,Art 3669,,4,0.4,19.13,Corporate,No,Standard Class,
ORD-12240,2020-01-15 00:00:00,South,Office Supplies,Storage,Storage 2240,871.34,3,0.2,130.18,Home Office,No,Standard Class,Customer requested refund
ORD-12590,2024-08-03 00:00:00,East,Furniture,Bookcases,Bookcases 2590,644.23,7,0.4,81.97,Consumer,No,Standard Class,Delayed shipment
ORD-11738,2024-09-28 00:00:00,North,Technology,Accessories,Accessories 1738,,10,0.4,34.86,Home Office,No,First Class,Expedited delivery
ORD-13681,2022-01-21 00:00:00,South,Office Supplies,Labels,Labels 3681,101.28,8,0.4,13.56,Consumer,No,Same Day,
ORD-12137,2020-05-26 00:00:00,East,Technology,Phones,Phones 2137,280.7,8,0.5,27.5,Consumer,No,Second Class,
ORD-11589,2023-04-01 00:00:00,North,Office Supplies,Binders,Binders 1589,450.36,4,0.5,38.37,Corporate,No,First Class,
ORD-14626,2022-06-26 00:00:00,West,Office Supplies,Paper,Paper 4626,733.69,4,0.0,195.34,Consumer,No,Same Day,Delayed shipment
ORD-12016,2020-10-23 00:00:00,West,Technology,Machines,Machines 2016,164.72,1,0.1,11.9,Consumer,No,Standard Class,Customer requested refund
ORD-11316,2021-05-12 00:00:00,North,Technology,Copiers,Copiers 1316,131.93,3,0.2,24.35,Consumer,No,Standard Class,Damaged box
ORD-10180,2022-10-26 00:00:00,West,Office Supplies,Art,Art 180,495.49,1,0.0,88.95,Consumer,No,Same Day,Delayed shipment
ORD-12883,2021-01-16 00:00:00,East,Technology,Machines,Machines 2883,414.25,1,0.2,72.65,Corporate,No,First Class,Expedited delivery
ORD-14378,2024-09-28 00:00:00,East,Furniture,Chairs,Chairs 4378,587.59,7,0.5,72.44,Home Office,No,First Class,Expedited delivery
ORD-11616,2021-06-25 00:00:00,North,Technology,Phones,Phones 1616,359.3,6,0.2,78.21,Consumer,No,Standard Class,
ORD-11534,2021-06-01 00:00:00,West,Technology,Machines,Machines 1534,523.73,2,0.3,92.85,Corporate,No,Standard Class,
ORD-11585,2022-08-04 00:00:00,North,Technology,Phones,Phones 1585,180.2,10,0.2,12.88,Consumer,No,Standard Class,
ORD-10331,2024-04-13 00:00:00,North,Technology,Accessories,Accessories 331,980.58,4,0.4,153.93,Home Office,No,Standard Class,Customer requested refund
ORD-12738,2023-12-01 00:00:00,West,Furniture,Bookcases,Bookcases 2738,772.87,1,0.3,45.41,Home Office,No,Same Day,
ORD-13351,2021-05-29 00:00:00,West,Technology,Machines,Machines 3351,75.84,1,0.1,16.09,Home Office,Yes,Second Class,Customer requested refund
ORD-13269,2020-10-01 00:00:00,West,Furniture,Bookcases,Bookcases 3269,354.95,10,0.5,36.89,Home Office,No,Same Day,
ORD-12255,2024-04-29 00:00:00,North,Office Supplies,Labels,Labels 2255,799.42,5,0.3,136.14,Corporate,No,First Class,Delayed shipment
ORD-13811,2021-01-11 00:00:00,East,Office Supplies,Binders,Binders 3811,642.43,3,0.2,37.59,Home Office,No,Second Class,Customer requested refund
ORD-13170,2022-01-15 00:00:00,East,Technology,Machines,Machines 3170,673.32,9,0.2,87.59,Corporate,No,Same Day,Expedited delivery
ORD-10993,2023-09-01 00:00:00,east,Furniture,Chairs,Chairs 993,289.95,5,0.5,30.24,Home Office,No,Same Day,Delayed shipment
ORD-14160,2021-07-02 00:00:00,north,Office Supplies,Art,Art 4160,336.41,7,0.5,36.94,Corporate,No,Same Day,Delayed shipment
ORD-13320,2024-07-29 00:00:00,West,Furniture,Tables,Tables 3320,,7,0.5,65.62,Corporate,No,Standard Class,Delayed shipment
ORD-14466,2023-03-08 00:00:00,North,Office Supplies,Paper,Paper 4466,186.96,4,0.3,19.28,Home Office,No,Standard Class,Delayed shipment
ORD-14320,NotADate,South,Furniture,Furnishings,Furnishings 4320,191.98,1,0.5,21.8,Corporate,No,Second Class,
ORD-12803,2021-09-17 00:00:00,East,Office Supplies,Labels,Labels 2803,516.78,3,0.5,24.01,Home Office,No,Second Class,Expedited delivery
ORD-14255,2023-05-07 00:00:00,East,Technology,Accessories,Accessories 4255,739.57,1,0.2,65.57,Corporate,Yes,Same Day,Delayed shipment
ORD-12429,2024-10-01 00:00:00,South,Technology,Copiers,Copiers 2429,302.05,7,0.4,18.79,Home Office,No,First Class,Damaged box
ORD-10496,2024-08-23 00:00:00,West,Furniture,Furnishings,Furnishings 496,427.36,7,0.1,44.52,Consumer,No,Same Day,Expedited delivery
ORD-11344,2020-09-14 00:00:00,South,Technology,Phones,Phones 1344,119.38,4,0.4,5.91,Corporate,No,Second Class,Delayed shipment
ORD-12603,2024-08-14 00:00:00,West,Technology,Phones,Phones 2603,323.64,10,0.5,44.7,Consumer,No,Second Class,Customer requested refund
ORD-11155,2020-02-23 00:00:00,East,Office Supplies,Labels,Labels 1155,386.92,10,0.2,86.88,Home Office,No,First Class,
ORD-11564,2021-08-28 00:00:00,West,Furniture,Chairs,Chairs 1564,1065.69,6,0.0,146.68,Consumer,No,Standard Class,Expedited delivery
ORD-14878,2023-11-20 00:00:00,West,Technology,Accessories,Accessories 4878,368.76,9,0.0,107.37,Consumer,No,First Class,Customer requested refund
ORD-14153,2022-03-05 00:00:00,North,Furniture,Tables,Tables 4153,125.58,6,0.4,19.86,Home Office,No,Second Class,
ORD-10834,2020-04-22 00:00:00,West,Furniture,Chairs,Chairs 834,152.68,5,0.4,18.92,Consumer,No,Same Day,
ORD-14006,2021-06-14 00:00:00,East,Technology,Accessories,Accessories 4006,296.77,7,0.2,53.57,Home Office,No,Second Class,Damaged box
ORD-12043,2021-01-06 00:00:00,South,Technology,Machines,Machines 2043,687.66,8,0.2,127.88,Corporate,No,First Class,Delayed shipment
ORD-10810,2023-12-31 00:00:00,North,Office Supplies,Binders,Binders 810,292.02,1,0.2,34.45,Consumer,No,Standard Class,Delayed shipment
ORD-10486,2021-12-04 00:00:00,East,Technology,Copiers,Copiers 486,744.23,4,0.2,76.94,Consumer,No,Second Class,Expedited delivery
ORD-11243,2022-08-14 00:00:00,West,Office Supplies,Binders,Binders 1243,39.53,10,0.2,4.52,Corporate,No,Second Class,Expedited delivery
ORD-14598,2023-09-02 00:00:00,West,Technology,Phones,Phones 4598,421.78,4,0.5,56.35,Home Office,No,Second Class,Customer requested refund
ORD-10806,2020-09-03 00:00:00,West,Technology,Phones,Phones 806,,9,0.1,73.08,Corporate,No,Standard Class,Delayed shipment
ORD-11841,2020-07-01 00:00:00,South,Technology,Phones,Phones 1841,123.38,5,0.0,12.78,Consumer,No,Standard Class,
ORD-13444,2022-02-27 00:00:00,East,Office Supplies,Storage,Storage 3444,279.29,7,0.2,33.64,Consumer,Yes,Same Day,Expedited delivery
ORD-12366,2023-12-01 00:00:00,North,Furniture,Chairs,Chairs 2366,383.61,7,0.2,53.8,Corporate,No,Second Class,Expedited delivery
ORD-14854,2024-07-14 00:00:00,South,Furniture,Bookcases,Bookcases 4854,426.24,8,0.5,36.48,Consumer,No,First Class,Customer requested refund
ORD-10761,2021-09-07 00:00:00,south,Furniture,Furnishings,Furnishings 761,493.59,3,0.1,98.21,Consumer,No,Same Day,Delayed shipment
ORD-13815,2023-05-26 00:00:00,West,Office Supplies,Labels,Labels 3815,157.0,3,0.1,28.52,Corporate,No,Second Class,
ORD-10819,2023-05-12 00:00:00,North,Office Supplies,Labels,Labels 819,338.86,6,0.0,94.37,Consumer,No,Same Day,Expedited delivery
ORD-12880,2020-10-11 00:00:00,North,Office Supplies,Binders,Binders 2880,,6,0.3,7.22,Home Office,No,Second Class,
ORD-14549,NotADate,East,Furniture,Chairs,Chairs 4549,256.66,9,0.3,29.33,Consumer,Yes,Second Class,Damaged box
ORD-13995,2020-08-28 00:00:00,East,Furniture,Bookcases,Bookcases 3995,193.32,4,0.1,44.58,Home Office,No,First Class,
ORD-14753,2022-06-11 00:00:00,South,Technology,Machines,Machines 4753,897.68,5,0.2,157.07,Corporate,No,Second Class,
ORD-13335,2022-04-19 00:00:00,North,Office Supplies,Art,Art 3335,249.59,5,0.3,41.84,Corporate,No,Standard Class,Delayed shipment
ORD-11961,2023-11-01 00:00:00,West,Office Supplies,Art,Art 1961,324.17,1,0.5,14.66,Consumer,No,Standard Class,
ORD-13354,2024-03-21 00:00:00,East,Office Supplies,Storage,Storage 3354,,2,0.3,18.83,Home Office,No,First Class,Expedited delivery
ORD-11214,2023-07-06 00:00:00,South,Office Supplies,Binders,Binders 1214,906.71,9,0.3,53.93,Corporate,No,Second Class,Damaged box
ORD-10628,2022-09-28 00:00:00,East,Office Supplies,Paper,Paper 628,,7,0.0,156.44,Home Office,No,Second Class,Damaged box
ORD-11346,2023-09-30 00:00:00,north,Technology,Machines,Machines 1346,496.96,10,0.4,53.44,Home Office,No,Same Day,Delayed shipment
ORD-11179,2020-11-07 00:00:00,West,Furniture,Tables,Tables 1179,579.73,1,0.4,,Home Office,No,Standard Class,Damaged box
ORD-11455,2022-03-29 00:00:00,North,Office Supplies,Paper,Paper 1455,513.08,6,0.0,81.37,Corporate,No,Second Class,Delayed shipment
ORD-11931,2021-08-12 00:00:00,East,Technology,Phones,Phones 1931,,10,0.1,295.91,Consumer,Yes,Same Day,Delayed shipment
ORD-11185,2020-08-12 00:00:00,West,Furniture,Furnishings,Furnishings 1185,510.68,2,0.3,97.31,Corporate,No,First Class,Customer requested refund
ORD-14890,2022-01-02 00:00:00,West,Furniture,Tables,Tables 4890,246.37,7,0.1,39.31,Corporate,No,First Class,
ORD-14984,2023-02-13 00:00:00,West,Office Supplies,Paper,Paper 4984,55.33,8,0.3,2.75,Home Office,No,First Class,Customer requested refund
ORD-14189,NotADate,South,Technology,Accessories,Accessories 4189,128.73,10,0.3,19.05,Corporate,No,First Class,Customer requested refund
ORD-12698,2023-12-17 00:00:00,West,Technology,Phones,Phones 2698,,4,0.5,66.66,Consumer,No,First Class,
ORD-12277,2023-02-27 00:00:00,east,Technology,Accessories,Accessories 2277,199.77,5,0.3,22.14,Corporate,No,Second Class,
ORD-12018,2023-02-23 00:00:00,East,Office Supplies,Binders,Binders 2018,579.08,8,0.3,51.29,Consumer,No,Same Day,Expedited delivery
ORD-13509,2021-01-13 00:00:00,North,Office Supplies,Art,Art 3509,781.76,6,0.2,132.36,Consumer,No,First Class,
ORD-13643,2021-07-15 00:00:00,East,Technology,Copiers,Copiers 3643,875.07,3,0.5,117.74,Corporate,No,Standard Class,Damaged box
ORD-10306,2024-03-15 00:00:00,West,Technology,Machines,Machines 306,64.96,5,0.5,8.82,Corporate,Yes,Second Class,Customer requested refund
ORD-14408,2020-07-24 00:00:00,North,Furniture,Furnishings,Furnishings 4408,160.86,6,0.3,11.83,Consumer,No,First Class,
